id;cliente;nacionalidad;comentario_completo;tipo de habitacion;noches;fecha_alojamiento;tipo_cliente;fecha de comentario
4c3e26fe71ced45d;Yaiza;España;Perfecto para una escapada.Ubicación súper céntrica, camas cómodas y todo muy limpio.Buena comunicacion con ellos además de proporcionarnos información de donde poder dejar el coche para esos días ya que la ubicación del hotel está en el mismo centro histórico.;Habitación Doble con baño privado - 2 camas y 1 cama supletoria;2 noches;julio de 2023;En pareja;2023-08-02
c4825401150406ca;José;España;"Estancia y personal muy agradable. Limpio y cuidado 
Cuenta el con una terracita muy chula.";Habitación Doble con baño privado;1 noche;julio de 2023;En pareja;2023-08-01
b987a369e83fe0fb;María;España;La hubicacion la limpieza.La ubicación, la limpieza.Las almohadas.;Habitación Doble con baño privado;3 noches;julio de 2023;En pareja;2023-07-31
18a68a0eff087c4b;Jesus;España;Fantástico.;Habitación Individual con baño privado;2 noches;julio de 2023;Persona que viaja sola;2023-07-30
7e3bd1c2b1229844;Angeles;España;Muy bien.;Habitación Doble con baño privado;10 noches;julio de 2023;En pareja;2023-07-28
d0625dbaa332e20e;Brenda;Canadá;"L’emplacement 
La propreté 
L’ambiance de l’hôtel.";Habitación Individual con baño privado;3 noches;julio de 2023;Persona que viaja sola;2023-07-28
2c881e491323268f;Miguel;España;"Fantástico.Muy buena ubicación y habitación amplia.
El personal muy atento, sobre todo Mario, el chico que atiende el teléfono.";Habitación Doble interior con baño privado - 2 camas;2 noches;julio de 2023;En pareja;2023-07-27
07ad5ab10789ca35;Sergio;España;Bien.;Habitación Doble interior con baño privado - 2 camas;6 noches;julio de 2023;En pareja;2023-07-27
96a96c62f72619eb;Mari;España;"Mal.Nada.La cama súper incomoda y la almohada 
Muy antiguo todo.";Habitación Doble con baño privado;2 noches;julio de 2023;En pareja;2023-07-26
6f905635d56912ce;Jesús;España;Bien.La habitación era espaciosa y con un bonito balcón que daba a la calle. La calle era tranquila y sin ruido. Había en la habitación un set de hervidor con tazas, té y café. La habitación era luminosa, de techos altos y con un gran armario para poner la ropa y las maletas.En general , todo bien para ser un hostal. Sin embargo casi nunca había nadie del personal del alojamiento porque todo era online o a distancia (check in, comunicación por whatsapp, entrada con código, llave de la habitación con código...). Prácticamente, no era necesario el personal. Esto lo hace un poco impersonal y frío aunque cómodo, desde luego. Me preocupa cuando cada vez se necesita a menos gente para trabajar en los sitios.;Habitación Doble con baño privado;2 noches;julio de 2023;En pareja;2023-07-26
0744a714e051c2cc;Alessandro;Italia;pulizia, gentilezza staff e posizione centrale.;Habitación Individual con baño privado;8 noches;julio de 2023;Persona que viaja sola;2023-07-25
bb6cdcb301bb35b7;Josefina;Portugal;Excepcional.La atención y la limpieza! Ubicación perfecta.;Habitación Doble interior con baño privado - 2 camas;2 noches;julio de 2023;Persona que viaja sola;2023-07-23
33dcb218b3f60a82;Adriana;España;Fantástico.;Habitación Doble interior con baño privado - 2 camas;2 noches;mayo de 2023;En familia;2023-07-23
d8466f6aa8608bb2;Susana;España;Las 3 b: bueno bonito y barato. Volveremos.Lo céntrico que era.Nuestra ventana daba a una obra y algunos días de manera puntual escuchábamos ruidos de martillos.;Habitación Doble con baño privado;7 noches;julio de 2023;En pareja;2023-07-23
